0000.mpg,0.000000,15.458333
0001.mpg,15.458333,30.125000
0002.mpg,30.125000,45.125000
0003.mpg,45.125000,60.166667
0004.mpg,60.166667,75.041667
0005.mpg,75.041667,90.333333
0006.mpg,90.333333,105.000000
0007.mpg,105.000000,120.041667
0008.mpg,120.041667,135.458333
0009.mpg,135.458333,150.166667
0010.mpg,150.166667,165.375000
0011.mpg,165.375000,180.083333
